"EDR150297";"Textus secundum nota (1), periit (2). Mensurae non datae sunt. Prope EDR148821."
"EDR150397";"Textus secundum (1), mensurae secundum (2). Prope EDR149197 et EDR149198."
"EDR150500";"Textus secundum (2); scriptus sub CIL 04, 02259; mensurae ex apographo apud (1).<br>v. 1: &#7961;&#961;&#957;&#8134;&#962; pro &#7961;&#961;&#956;&#8134;&#962;."
"EDR150503";"Textus secundum (1); scriptus sub CIL 04, 02261; mensurae ex apographo apud (1). <br>pone hunc titulum, aliae litterae aliis manibus: PAC vel PAP, SEVE, HAS, &#949;S, PILV vel sim.; vide adnotationes apud (1) et (2). <br>hodie, solae litterae ""Seve"" restant, secundum (2)."
"EDR150504";"Textus secundum (1); mensurae ex apographo Tab. XXXVII 24 apud (1). <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150505";"Textus secundum (1); mensurae ex apographo apud (1). <br>v. 1: FELAS pro FELLAS; in fine sunt lineae similes litteris S (vel I), &#1017; (sigma lunatum?), I (vix S).<br>v. 3: scriptum pro alia manu.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150506";"Textus  secundum (1), mensurae ex apographo (1)<br>v. 1: scriptus ad dextram CIL 04, 02264.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149067";"Textus et mensurae secundum (1)"
"EDR151051";"Textus secundum (1); mensurae ex apographo apud (1). Scriptus pone CIL 04, 02274.<br>v. 1: fortasse SET pro SED<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151052";"Textus secundum (1); mensurae ex apographo apud (1).<br>Ultimae litterae ""AT"" nunc perierunt (3)."
"EDR151053";"Textus secundum (2); mensurae ex apographo apud (1).<br>Ambiguae lectionis est (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151054";"Textus secundum (1).<br>"
"EDR151055";"Textus secundum (1); scriptus sub CIL 04, 02280."
"EDR151056";"Textus secundum (1); scriptus sub CIL 04, 02281."
"EDR151057";"Textus secundum (1), aliter (2); scriptus sub CIL 04, 02282.<br>XVI vel LVI (2)"
"EDR151058";"Textus secundum (1), aliter (2); scriptus sub CIL 04, 02282.<br>IC, ut videtur, legi non potest (2)"
"EDR151059";"Textus secundum (1); mensurae ex apographo apud (1)."
"EDR151060";"Textus secundum (1); eadem manu CIL 04, 02288.<br>Littera ""T"" 3cm alta est."
"EDR151062";"Textus secundum (1).<br>hic titulus post Fiorelli (1862) non repertus est."
"EDR151063";"Textus secundum (3); mensurae ex apographo apud (1); eadem manu CIL 04, 02285.<br>v. 4: OBIQUE pro UBIQUE"
"EDR151064";"Textus secundum (1); mensurae ex apographo apud (1).<br>"
"EDR151066";"Textus secundum (1); scriptus sub CIL 04, 02290.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151068";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1: MURTIS pro MYRTIS; FELATRIS pro FELLATRIX.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151069";"Textus secundum (1); scriptus sub CIL 04, 02292; mensurae ex apographo apud (1).<br>post MVR esse videntur VI (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151070";"Textus secundum (1); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151071";"Textus secundum (1); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151072";"Textus secundum (2); scriptus supra CIL 04, 02295; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR146000";"Textus secundum (1); scriptus supra CIL 04, 02173; mensurae ex apographo apud (1)<br>v. 1: ex damno tectorii, nunc fel[iciter] (2)<br>v. 2: alia manu (2)<br>v. 3: verba ""et uncu(m) Pompeianis"" alia manu scariphata sunt (1)-(3)<br>v. 4: alia manu (2)-(3)"
"EDR146087";"Textus secundum (1); scriptus sub CIL 04, 02186; mensurae ex apographo apud (1)."
"EDR146191";"Textus secundum (1); scriptus pone CIL 04, 02190; mensurae ex apographo apud (1).<br>Felicla pro Feliclam (1)-(3), i.e. lege Felic(u)la(m)"
"EDR146889";"Textus secundum (1); scriptus in CIL 04, 02199, apud litteris CLA EGO F."
"EDR146890";"Textus secundum (1); scriptus sub CIL 04, 02199."
"EDR146891";"Textus secundum (2); scriptus intra CIL 04, 02200; mensurae ex apographo apud (1)."
"EDR146892";"Textus secundum (2); scriptus sub CIL 04, 02173; mensurae ex apographo apud (1).<br>v. 1: MULA pro MULAM"
"EDR147138";"Textus secundum (2); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR147139";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1: II pro littera E scriptum<br>Infra EDR147138; supra EDR147140 et eadem manu scriptum."
"EDR147140";"Textus secundum (1); scriptus sub CIL 04, 02208, fortasse eadem manu (1); mensurae ex apographo apud (1).<br>v. 1: Proclo pro Proculo"
"EDR147141";"Textus secundum (1); scriptus infra CIL 04, 02208.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II. "
"EDR148432";"Textus secundum (1); mensurae ex apographo apud (1).<br>Pone EDR149114 superius; EDR148433, EDR148434, EDR148432, EDR148511 eadem manu sunt (1)"
"EDR148433";"Textus secundum (1); scriptus pone CIL 04, 02232 superius; eadem manu CIL 04, 02210-02213 sunt (1); mensurae ex apographo apud (1)."
"EDR148434";"Textus secundum (1); scriptus pone CIL 04, 02232 superius; eadem manu CIL 04, 02210-02213 sunt (1); mensurae ex apographo apud (1)."
"EDR148517";"Textus secundum (1); scriptus infra CIL 04, 02215; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149049";"Textus et mensurae secundum (1)<br>v. 1: &#924;&#953;&#964;&#965;&#955;&#951;&#957;&#945;&#8150;&#959;&#1010; scriptum pro &#924;&#965;&#964;&#953;&#955;&#951;&#957;&#945;&#8150;&#959;&#1010;"
"EDR149105";"Textus secundum (1); scriptus sub CIL 04, 02219; mensurae ex apographo apud (1)."
"EDR149106";"Textus secundum (1); mensurae ex apographo apud (1).<br>Sub EDR149114"
"EDR149108";"Textus secundum (1); scriptus ante CIL 04, 02233; eadem manu CIL 04, 02227a (1)."
"EDR149109";"Textus secundum (1); scriptus ante CIL 04, 02233; eadem manu CIL 04, 02227 (1)."
"EDR149112";"Textus secundum (1); scriptus sub CIL 04, 02229.<br>v. 2: non plane certae lectionis est (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149113";"Textus secundum (1); mensurae ex apographo apud (1).<br>Eadem manu EDR149105, EDR149106, EDR149108, EDR149109 (1).<br>Hunc titulum litterae VEV praecedunt, sed alienae sunt (1).<br>Sub EDR148432 "
"EDR149114";"Textus secundum (2), aliter (1); scriptus supra CIL 04, 02226; eadem manu qua CIL 04, 02224 scriptus est (1).<br>v. 1: Felix f&#7909; pu (1)"
"EDR149115";"Textus secundum (1); mensurae ex apographo apud (1).<br>Sub EDR148523; eadem manu qua EDR148526 (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149136";"Textus et mensura secundum (1)"
"EDR149137";"Textus et mensurae secundum (1), periit (2)<br>v. 1: prima N fortasse VA<br>Prope EDR149138"
"EDR149138";"Textus et mensurae secundum (1), periit (2)<br>Prope EDR149137"
"EDR149177";"Textus et mensurae secundum (1)"
"EDR149178";"Textus et mensura secundum (1)"
"EDR149179";"Textus secundum (1)"
"EDR149180";"Textus secundum (1)<br>v. 1: Amandus Graece scriptum? "
"EDR149187";"Textus secundum (1)<br>v. 2-3: Secunda inscriptio trans primam scripta est, obliterans primam: M (in litteris ANTO, ingens M)   M (in litteris ON)   M (in litterius IVS, minor M)  S (in littera S)"
"EDR149249";"Textus et mensurae secundum (1)"
"EDR149250";"Textus et mensurae secundum (1)<br>v. 2:  &#916; scriptum pro littera D"
"EDR149251";"Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E; PATERUS pro PATERIS "
"EDR149277";"Textus secundum (3), mensurae secundum (1); nunc periit (3)."
"EDR149278";"Textus et mensurae secundum (1), periit (2)<br>Prope EDR149279"
"EDR149280";"Textus et mensurae secundum (1), periit (2)"
"EDR149281";"Textus et mensurae secundum (1), periit (3)"
"EDR149282";"Textus secundum (3), mensurae secundum (1); periit (3)."
"EDR149284";"Textus secundum (1).<br>Zangemeister apud (1) veretur ne eadem sit CIL 04, 02233.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149291";"Textus et mensurae secundum (1), periit (3)"
"EDR149292";"Textus secundum (3), mensurae secundum (1); periit (3)"
"EDR149294";"Textus et mensurae secundum (1), periit (2)<br>"
"EDR149295";"Textus et mensurae secundum (1)<br>Heuodus scriptum pro Euhodus"
"EDR149335";"Textus et mensurae secundum (1)"
"EDR149337";"Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E"
"EDR149338";"Textus et mensurae secundum (1)"
"EDR149340";"Textus et mensurae secundum (1)<br>Prope EDR149344 et scriptum inter lineas EDR149338"
"EDR149345";"Textus secundum (1); scriptus sub CIL 04, 02241; mensurae ex apographo apud (1).<br>v. 3 habet tria signa, duo quarum numeri esse videntur: II (:duo) C (:centum)  > ((:centuria?))<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149403";"Textus secundum (1), mensurae secundum (2), periit (2); lectio ambigua est.<br>v. 1: Si initio male scriptum, legitur: [Q.] Poppa(e)i cineri (?) (1)"
"EDR149404";"Textus et mensura secundum (1)"
"EDR149405";"Textus et mensurae secundum (1), periit (4)<br>v. 3: O pro U errore scripta, deinde correcta"
"EDR149406";"Textus et mensurae secundum (1)<br>Fortasse Iuliae Felicis (1)"
"EDR149434";"Textus secundum (1)<br>Fortasse, in depositis, Napoli (Napoli), Museo Archeologico Nazionale.  inv. n. ignotus (1)"
"EDR149452";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 2: redei pro redii "
"EDR149973";"Textus secundum (2); scriptus sub CIL 04, 02246; mensurae ex apographo apud (1).<br>v. 2: FUTOR pro FUTUTOR; v. 2: ante hunc versum sunt quaedam litterae, fortasse MA, sed ab hoc titulo alienae sunt (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II.<br>Prope EDR159439 et EDR159441"
"EDR149974";"Textus secundum (2); scriptus sub CIL 04, 02246; mensurae ex apographo apud (1).<br>pone litteras HIC sunt quaedam graeca, incerte lecta: &#1017;&#1017; (vel &#917;) &#919;&#925;&#937;&#913; (2). <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149975";"Textus secundum (2); scriptus sub CIL 04, 02246; mensurae ex apographo apud (1).<br>v. 1: fortasse ""Caius"" est ""Ceus"" scriptum pro ""Ceius"" (2)<br>v. 3: e&#7693;ic&#803; (1)"
"EDR149978";"Textus secundum (1); fortasse eadem manu CIL 04, 02220; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149983";"Textus secundum (1); scriptus sub CIL 04, 02251; mensurae ex apographo apud (1).<br>sub hoc titulo sunt scriptae litterae ambiguae, fortasse alia manu, I (vel S) MA (vel AMA) RI (1), quarum nulla in imagine apud (2) apparet. "
"EDR150009";"Textus secundum (1) (4) (6), aliter (2); scriptus sub CIL 04, 02251; mensurae ex apographo apud (1).<br>v. 2: &#954;&#945;&#955;&#8182;&#962; (2); &#954;&#945;&#955;&#8056;&#962; pro &#954;&#945;&#955;&#8182;&#962; (5)"
"EDR150010";"Textus secundum (2); mensurae ex apographo apud (1).<br>v. 1: RATIO pro RATIONEM <br>v. 2: PIDICARO pro PEDICARO, i.e. PEDICAVERO: V. Väänänen, Le latin vulgaire des inscriptions pompéiennes, Berlin 1959, 40; v. 2: PIDICARO pro PEDICABO (5)<br>v. 3: alia manu scriptus (5)<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150368";"Textus secundum (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150369";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1:Beronce pro Beronice; infra litteris crassioribus scriptum est BAS.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150370";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1: Lineolae inter P et O superius positae (L?) videntur esse fortuitae (1); Froto pro Fronto (1)-(4); Planì casus genetivus ex Planus (1 apud indices, p. 236); Planì pro Plane i.e. *&#928;&#955;&#940;&#957;&#8131; vel ex *Planis casus dativus (3);  plane (simpliciter, non Planì) adverbium (4).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150376";"Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1: ATTINE pro ATTIDE apud (2); ATTINE pro ATTHIDE: V. Väänänen, Le latin vulgaire des inscriptions pompéiennes, Berlin 1959, p. 86.   "
"EDR150494";"Textus secundum (1); scriptus sub CIL 04, 02258a; mensurae ex apographo apud (1).<br>incertus est status huius tituli, de quo A. Varone apud (3) sic disserit: titulus fortasse periit ex parte, nisi potius Zangemeister [i.e. (1)] errore agitur. Nam ubi in ipsius apographo verbum FELLAT vides, ibidem in pariete invenies tituli 2260 [i.e. CIL 04, 02260, v. 3] verbum FVTVES. "
"EDR150499";"Textus secundum (2); scriptus pone CIL 04, 02258a.<br>v. 2: VALEA pro VALEAS<br>v. 3: FUTUES pro FUTUIS"
"EDR150507";"Textus secundum (1); scriptus pone CIL 04, 02266; mensurae ex apographo apud (1). <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151037";"Textus secundum (1), aliter (4); mensurae ex apographo apud (1). <br>v. 2 Cassacos ut cognomen (1); vassatos, ""Myrtale, you suck well hung men"" (4).<br>Varone (5) hanc inscriptionem frusta quaesivit."
"EDR151039";"Textus secundum (1); scriptus infra CIL 04, 02269; mensurae ex apographo apud (1). <br>v. 1: &#923;&#953;&#946;&#949;&#961;&#8118;&#955;&#953;&#962; pro Liberalis.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151041";"Textus secundum (1); scriptus pone CIL 04, 02268; mensurae ex apographo apud (1). <br>Anedia i.e. &#7944;&#957;&#945;&#943;&#948;&#949;&#953;&#945;? TLL vol. II, p. 39, l. 74.<br>Varone (3) hanc inscriptionem frusta quaesivit."
"EDR151042";"Textus secundum (1); scriptus infra CIL 04, 02267; mensurae ex apographo apud (1). <br>v. 2: in hoc versu alia manu scriptum est RASUS (1); de C{C}ass&#7841;, cf. CIL 04, 02268.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151043";"Textus secundum (1); scriptus infra CIL 04, 02274.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151047";"Textus secundum (1); mensurae ex apographo apud (1). Scriptus infra CIL 04, 02269.<br>v. 1: MURTIS pro MYRTIS<br>v. 2: FELAS pro FELLAS<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151049";"Textus secundum (1).<br>Hic titulus post Fiorelli (1862) non visus est."
"EDR151050";"Textus secundum (1); mensurae ex apographo apud (1).<br>Scriptus sub CIL 04, 02268.<br>v. 1: &#927;&#913;&#922;&#921; probabiliter pro &#934;&#913;&#922;&#921;, i.e. litteris graecis initio nominis FACILIS (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151061";"Textus secundum (1); scriptus sub CIL 04, 02285; mensurae ex apographo apud (1).<br>prima et G et C legi potest (1)<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151159";"Textus et mensurae secundum (1); Infra EDR148673<br>v. 1: incalauit pro incaluit?"
"EDR149031";"Textus et mensurae secundum (1)<br>Prope EDR147932, EDR148419, EDR148730, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149034";"Textus et mensurae secundum (1)<br>EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149173";"Textus et mensurae secundum (1), comparuit delapso tectorio posteriore."
"EDR149174";"Textus et mensurae secundum (1)"
"EDR149298";"Textus et mensurae secundum (1), scriptum ""graphio"""
"EDR149300";"Textus et mensurae secundum (1)<br>"
"EDR147932";"Textus et mensura secundum (2)<br>Prope EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149301";"Textus et mensurae secundum (1)"
"EDR148730";"Textus secundum (2), mensurae secundum (1)<br>scriptum Attini pro Atini<br>Prope EDR147932, EDR148419, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR1490137, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR148732";"Textus et mensura secundum (2)<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR151048";"Textus secundum (1); mensurae ex apographo apud (1). Scriptus pone CIL 04, 02268.<br>v. 1: fortasse FVTVOR (pro FVTVTOR) (1) vel VICTOR (1).<br>v. 2: infra hunc versum alia manu: FAVNV? an FACIM? (1) <br>Hanc inscriptionem Varone (5) frusta quaesivit."
"EDR148733";"Textus et mensura secundum (2)<br>EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR148731";"Textus secundum apographum apud (3), aliter (1-2, qui figuras ""apri?"" appellant); mensurae secundum (2)<br>Prope EDR147932, EDR148419, EDR148730, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149035";"Textus et mensura secundum (3)<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149036";"Textus secundum (3), mensurae secundum (1)<br>Latina sententia Graece scripta est: Contemno, derideo Latona(m) tua(m), Salvilla<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149037, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149037";"Textus et mensurae secundum (1)<br>v. 2 Pri(mi)ge[nius?] vel Pri(mi)ge[nia?]<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR149038";"Textus et mensurae secundum (2)<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149039, EDR149041, EDR149043"
"EDR149041";"Textus et mensurae secundum (1)<br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149043"
"EDR149043";"Textus et mensurae secundum (1)<br>v. 1: abiat scriptum pro habeat; v. 2: koueti scriptum pro Quieti, ultimum signum fortasse coronam indicat? <br>Prope EDR147932, EDR148419, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR149037, EDR149038, EDR149039, EDR149041"
"EDR140057";"Textus secundum (1), qui indicat haec inscriptio intra ultima littera ""B"" EDR140056 erat."
"EDR140127";"Textus secundum (1). Contulerunt et mensuras Beall, Bey IV, McCrory, Opdenhoff, Zimmermann Damer (HGP) a. 2014. <br>v. 1: Tantum vestigia litterae B remanent a. 2016. In ultima B erat titulus EDR140057."
"EDR140134";"Textus secundum (2). Contulerunt et mensuras prehenderunt Beall, Bey, Zimmermann Damer, McCrory, Opdenhoff, Tomasi (HGP) a. 2014. <br>v. 1: Mensurae secundum (2) sunt lat.: 14,3; litt.alt.: 3,1-5,1<br>Prope EDR140180, EDR140141, EDR140138, EDR151872, EDR140139, EDR140164"
"EDR140138";"Textus secundum (3), aliter (1-2). <br>Contulerunt Beall, Bey IV, McCrory, Opdenhoff, Zimmermann Damer, Tomasi (HGP) a. 2014. Mensurae secundum gruppo HGP a. 2014.<br>Prope EDR140180, EDR140141, EDR151872, EDR140139, EDR140134, EDR140164"
"EDR140139";"Textus et mensurae secundum (3). <br>v. 1: Secundum (1) opinatur Salviam hanc eandem esse, quae Rectina apud Plin. Epist. VI 16, 8-9 vocatur.<br>Prope EDR140180, EDR140141, EDR140138, EDR151872, EDR140134, EDR140164"
"EDR140167";"Textus et mensurae secundum (1)<br>Prope EDR140169, EDR140175, EDR140178, EDR145296"
"EDR140169";"Textus secundum (2), mensurae secundum (1)<br>Prope EDR140167, EDR140175, EDR140178, EDR145296"
"EDR140178";"Textus secundum (2), aliter (1).<br>Prope EDR140167, EDR140169, EDR140175, EDR145296"
"EDR140179";"Textus et mensurae secundum (1)"
"EDR140181";"Textus et mensurae secundum (1); contulerunt et mensuras prehenderunt Benefiel, DiBiasie-Sammons, Gibson, Hardy, Minnear, Smith, Sypniewski (HGP) a. 2016.<br>v. 1: II scriptum pro littera E "
"EDR140182";"Textus secundum (1); contulerunt et mensuras prehenderunt Benefiel, DiBiasie-Sammons, Gibson, Hardy, Minnear, Smith, Sypniewski (HGP) a. 2016.  "
"EDR140184";"Textus et mensurae secundum (3). <br>"
"EDR140185";"Textus et mensurae secundum (1). <br>v. 1: VERU(S?) aut VERE V(ALE) (1) "
"EDR140186";"Textus et mensurae secundum (1). <br>Contulerunt sed non invenerunt Benefiel, DiBiasie Sammons, Gibson, Hardy, Minnear, Smith, Sypniewski (HGP) a. 2016.<br>v. 1: &#934;ab(ius) potius quam &#934;&#940;&#946;(&#953;&#959;&#962;) proponitur apud (1) <br>Prope EDR150399 et EDR159868"
"EDR140191";"Textus secundum (2) et mensurae secundum (1)<br>v. 1: EX SEPT(EM?) (1); EXSETRI ut anagramma pro EXTERSI, explicat (2)"
"EDR140195";"Textus secundum (2), aliter (1) qui v. 3 non habet; mensurae secundum (1)<br>v. 1: lat.: 4,9; litt. alt.: 0,3-0,7<br>v. 2: lat.: 5,5; litt. alt.: 0,3-0,8<br>v. 3: incoeptum neque ad finem perductum (2)<br>Prope EDR140197, EDR140200, EDR140206, et EDR140209"
"EDR140200";"Textus et mensurae secundum (1)<br>v. 1: &#928;&#929;&#927;&#922;&#923;&#913; pro PROC(U)LA<br>Prope EDR140195, EDR140197, EDR140206, et EDR140209"
"EDR140206";"Textus secundum (2), qui ordinem titulorum bene explicat, aliter (1)<br>Col. II, v. 1: OCAEANUS  scriptum pro OCEANUS <br>Prope EDR140195, EDR140197, EDR140200, et EDR140209"
"EDR147158";"Textus et mensura secundum (2), contulerunt sed non invenerunt Beall, Bey IV, McCrory, Opdenhoff, et Zimmermann Damer (HGP) a. 2014. <br>Prope EDR140130, EDR143814, EDR143815, EDR143832, EDR143833, EDR144659, EDR144783, EDR144784, EDR143634 et EDR157691."
"EDR147856";"Textus secundum (1)<br>Figura gladiatoris ex litteris nominis Montani delineata est"
"EDR147862";"Textus secundum (1)"
"EDR147874";"Textus secundum (1)"
"EDR147875";"Textus et mensurae secundum (2)"
"EDR147876";"Textus et mensurae secundum (2)"
"EDR147877";"Textus secundum (1)"
"EDR147878";"Textus secundum (1)"
"EDR147881";"Textus secundum (1)"
"EDR147929";"Textus secundum (1)<br>"
"EDR147930";"Textus et mensurae secundum (2)"
"EDR147933";"Textus secundum (1)"
"EDR147978";"Textus secundum (1)<br>Prope EDR147975, EDR147976, EDR147977, EDR147979"
"EDR136435";"Textus secundum (2), periit (2)<br>Prope EDR151659"
"EDR142571";"Textus secundum (1)<br>Sunt decades decem apicibus interpositis separatae."
"EDR140040";"Textus et mensurae secundum (1)."
"EDR140039";"Textus et mensurae secundum (1) <br>Infra EDR151868<br> "
"EDR140034";"Textus secundum (1)<br>Contulerunt sed non invenerunt Gibson, Hardy, Minnear, Smith (HGP) a. 2016.<br>v. 2: MOSCHUS NOETO [salutem?] (1), sed nulla vestigia damni tectorio visa sunt<br>Infra EDR140061 et EDR140062<br>Eadem manu qua EDR140061 scriptum est"
"EDR122610";"Textus secundum (1)"
"EDR124997";"Textus secundum (1), contuli et non inveni a. 2012.<br>Cfr. CIL 04, 08220b: Salute(m) venientis"
